id,node_id,position
11853330,105239850,43
11853330,105828828,44
11853330,106332092,45
11853330,3566584943,46
11853330,1026040843,47
11853330,1026040845,48
11853330,3566584942,49
11853330,106332102,50
11853330,3566584941,51
11853330,3566584940,52
11853330,105935986,53
11853330,104985858,54
11853330,1026040851,55
11853330,105221798,56
11853330,1026040854,57
11853330,1025986634,58
11853330,105087493,59
11853330,1800822166,60
11853330,106313028,61
11853330,1800822167,62
11853330,1025986640,63
11853330,1025986641,64
11853330,104665537,65
11853330,104625436,66
11853330,4961708017,67
11853330,4961708016,68
11853330,106012115,69
11853330,106331660,70
11853330,104984169,71
11853330,1025986649,72
11853330,1025986651,73
11853330,1025986654,74
11853330,106332114,75
11853330,104569721,76
11853330,106332127,77
11853330,105959879,78
11853330,105740781,79
11853330,105186525,80
11853330,105702021,81
11853330,104861736,82
11853330,105773000,83
11853330,106332136,84
11853330,106332145,85
11853330,106332158,86
11853330,106332166,87
11853330,106332170,88
11853330,106332179,89
11853330,105804741,90
11853330,105235553,91
11853330,105248414,92
11853330,105740456,93
11853330,105806091,94
11853330,1026005259,95
11853330,1026005261,96
11853330,104781124,97
11853330,105697351,98
11853330,1026004549,99
11853330,106038366,100
11853330,106332193,101
11853330,106131788,102
11853330,104569915,103
11853330,105798750,104
11853330,106014267,105
11853330,1846006958,106
11853330,105261734,107
11853330,106332198,108
11853330,1846006967,109
11853330,1846006973,110
11853330,105939252,111
11853330,106332207,112
11853330,1844795663,113
11853330,1844795658,114
11853330,1844795662,115
11853330,1844794060,116
11853330,105739845,117
11853330,106332221,118
11853330,1372561211,119
11853330,3826804293,120
11853330,105732284,121
11853330,106332238,122
11853330,3826803648,123
11853330,106332251,124
11853330,106032421,125
11853330,106332259,126
11853330,104569483,127
11853330,4566223786,128
11853330,4938995810,129
11853330,106332267,130
11853941,105820890,0
11853941,104903930,1
11853941,104475976,2
11853941,106340469,3
11853941,104187373,4
11853941,4039184454,5
11853941,105963544,6
11853941,104592665,7
11854435,105805747,0
11854435,3573104693,1
11854435,3573104694,2
11854435,106347134,3
11854435,106347148,4
11854435,106037888,5
11854435,1025834149,6
11854435,104656759,7
11942653,107475716,0
11942653,104490724,1
11942653,107475720,2
11943421,105807182,0
11943421,2985643081,1
11943421,107483042,2
11943955,105974311,0
11943955,107488888,1
11943955,107488890,2
11944501,107495151,0
11944501,105808109,1
11944501,107492528,2
11944501,105725955,3
11944501,105688112,4
11944501,107495156,5
11944973,105206785,0
11944973,104213084,1
11945329,105879651,0
11945329,105175325,1
11945329,106337008,2
11945843,106050420,0
11945843,107510097,1
11945843,1808380995,2
11945843,5594609701,3
11945843,107510105,4
11945843,5594609700,5
11945843,5594609699,6
11945843,107510114,7
11945843,5594609698,8
11945843,107510125,9
11945843,104703225,10
11945843,104703221,11
11945843,104703217,12
11945843,104703206,13
11945843,106083429,14
11946276,105720919,0
11946276,105165237,1
11947037,104843988,0
11947037,105941772,1
11947037,105767214,2
11947037,105786157,3
11947037,1252057981,4
11947570,271201214,0
11947570,271201205,1
11947570,683770626,2
11947570,271201206,3
11947929,105675495,0
11947929,2712112852,1
11947929,2712112851,2
11947929,104662000,3
11947929,107538696,4
11948220,104999886,0
11948220,105732391,1
11948220,107543234,2
11948839,104442117,0
11948839,105813882,1
11949129,1253650450,0
11949129,1253650487,1
11949129,1253650306,2
11949129,105734318,3
11949370,104585589,0
11949370,107559097,1
11949370,106087395,2
11949891,104203424,0
11949891,2993469817,1
11949891,107564729,2
11949891,107564740,3
11949891,107565396,4
11949891,2993469812,5
11950217,104677289,0
11950217,1252520722,1
11950217,3627548945,2
11950217,107565621,3
11950843,107577927,0
11950843,107577937,1
11950843,107577953,2
11950843,105819026,3
11951397,107585440,0
11951397,106102987,1
11952377,105994121,0
11952377,105174933,1
